well,target,removed_feature,model,n_features,features,r2_train,r2_test,elapsed_sec,formula
ZXX2,YMOD,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8612,0.9213,0.0,linear_multi
ZXX2,YMOD,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9745,0.3769,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX2,YMOD,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9753,0.5541,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX2,YMOD,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9169,-641.5953,6.2,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX2,SMOD,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.7694,0.4859,0.0,-0.1132 * DTS + 28.2
ZXX2,SMOD,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8736,0.8921,0.0,linear_multi
ZXX2,SMOD,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9797,0.2605,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX2,SMOD,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9764,0.2773,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX2,SMOD,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9877,-373.0512,5.6,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX2,POIS,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9846,0.8969,0.0,0.3073 * RMSC + -0.2766
ZXX2,POIS,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9875,0.5026,0.0,linear_multi
ZXX2,POIS,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9998,0.8277,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX2,POIS,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.998,0.7811,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX2,POIS,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9908,-26186.2465,1.9,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX2,SHMAX,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.6131,0.6629,0.0,-0.3952 * DTS + 170.9
ZXX2,SHMAX,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.7977,-3.0566,0.0,linear_multi
ZXX2,SHMAX,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9499,0.1151,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX2,SHMAX,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9693,0.0438,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX2,SHMAX,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9619,-6655.5628,4.8,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,YMOD,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8522,0.9321,0.0,-1254 * DTC + 1.27e+05
ZXX3,YMOD,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.99,-86.081,0.0,linear_multi
ZXX3,YMOD,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9983,0.7929,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,YMOD,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9986,0.7827,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,YMOD,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9877,-390052.394,3.8,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,SMOD,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.7968,0.9056,0.0,-0.5025 * DTC + 50.46
ZXX3,SMOD,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9894,-67.3973,0.0,linear_multi
ZXX3,SMOD,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9988,0.8668,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,SMOD,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9988,0.8272,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,SMOD,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9951,-1798014.8513,1.8,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,POIS,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9925,0.9602,0.0,0.3418 * RMSC + -0.349
ZXX3,POIS,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9929,-462.0395,0.0,linear_multi
ZXX3,POIS,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9992,0.9318,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,POIS,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9949,0.8668,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,POIS,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9947,-788778.3322,5.4,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,SHMAX,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.2627,0.626,0.0,48.68 * RMSC + 36.68
ZXX3,SHMAX,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.4352,-324876.5897,0.0,linear_multi
ZXX3,SHMAX,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9336,-0.0461,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,SHMAX,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9014,0.4126,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,SHMAX,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.6684,-23833355.4597,4.1,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,YMOD,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9515,0.7806,0.0,-978.1 * DTC + 1.089e+05
ZXX6,YMOD,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.994,-19.475,0.0,linear_multi
ZXX6,YMOD,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9943,-0.1004,0.3,"RF(n=300, depth=10, leaf=5)"
ZXX6,YMOD,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9989,0.0679,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,YMOD,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9956,-8691.9045,3.6,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,SMOD,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8879,0.7748,0.0,-0.3773 * DTC + 43.57
ZXX6,SMOD,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9935,-35.2156,0.0,linear_multi
ZXX6,SMOD,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9941,-0.0435,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX6,SMOD,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9987,0.0493,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,SMOD,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9959,-34298.8462,1.3,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,POIS,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.996,0.8803,0.0,0.4803 * RMSC + -0.5716
ZXX6,POIS,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9971,0.454,0.0,linear_multi
ZXX6,POIS,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.998,0.6904,0.3,"RF(n=300, depth=10, leaf=5)"
ZXX6,POIS,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9892,0.57,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,POIS,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9808,-27770.4365,1.9,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,SHMAX,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.0218,0.0714,0.0,-0.01658 * LLD + 88.68
ZXX6,SHMAX,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9229,-0.0033,0.0,linear_multi
ZXX6,SHMAX,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9867,-0.0287,0.3,"RF(n=300, depth=10, leaf=5)"
ZXX6,SHMAX,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9943,-0.0289,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,SHMAX,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9488,-42.4498,3.2,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX7,YMOD,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9345,0.9107,0.0,-680.1 * DTS + 1.272e+05
ZXX7,YMOD,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9939,-0.1771,0.0,linear_multi
ZXX7,YMOD,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9981,0.9352,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX7,YMOD,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9996,0.7771,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX7,YMOD,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9972,-131.9052,3.1,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX7,SMOD,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9418,0.9527,0.0,-0.2765 * DTS + 51.02
ZXX7,SMOD,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9933,-1.7877,0.0,linear_multi
ZXX7,SMOD,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9986,0.9835,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX7,SMOD,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9996,0.7649,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX7,SMOD,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9987,-623.0448,1.0,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX7,POIS,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9666,0.9308,0.0,0.3268 * RMSC + -0.312
ZXX7,POIS,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9721,-1.6467,0.0,linear_multi
ZXX7,POIS,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9927,0.9472,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX7,POIS,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9916,0.9578,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX7,POIS,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9853,-1140.8163,2.0,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX7,SHMAX,GR,Linear_single,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.2825,0.3743,0.0,129.3 * DTS + -1.778e+04
ZXX7,SHMAX,GR,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.7712,-194.9974,0.0,linear_multi
ZXX7,SHMAX,GR,RF,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9905,0.0288,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX7,SHMAX,GR,XGBoost,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9999,-0.937,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX7,SHMAX,GR,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9947,-0.5304,5.7,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX2,YMOD,CNL,Linear_single,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.6082,0.6993,0.0,-583.7 * DTC + 8.058e+04
ZXX2,YMOD,CNL,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.858,-0.4236,0.0,linear_multi
ZXX2,YMOD,CNL,RF,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.975,0.3854,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX2,YMOD,CNL,XGBoost,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.975,0.5849,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX2,YMOD,CNL,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8998,-941.2114,5.6,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX2,SMOD,CNL,Linear_single,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.7701,0.5068,0.0,-0.1125 * DTS + 28.1
ZXX2,SMOD,CNL,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8722,-0.3693,0.0,linear_multi
ZXX2,SMOD,CNL,RF,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9795,0.2571,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX2,SMOD,CNL,XGBoost,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9767,0.3479,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX2,SMOD,CNL,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9828,-481.9211,4.7,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX2,POIS,CNL,Linear_single,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9844,0.8928,0.0,0.3068 * RMSC + -0.2756
ZXX2,POIS,CNL,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9872,0.4147,0.0,linear_multi
ZXX2,POIS,CNL,RF,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9998,0.8223,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX2,POIS,CNL,XGBoost,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.998,0.774,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX2,POIS,CNL,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9906,-25788.2913,1.9,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX2,SHMAX,CNL,Linear_single,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.6111,0.6782,0.0,-0.3944 * DTS + 170.8
ZXX2,SHMAX,CNL,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.7778,-3.7505,0.0,linear_multi
ZXX2,SHMAX,CNL,RF,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9443,0.1376,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX2,SHMAX,CNL,XGBoost,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9694,0.1111,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX2,SHMAX,CNL,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9519,-10492.4865,6.0,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,YMOD,CNL,Linear_single,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8398,0.9247,0.0,-1263 * DTC + 1.277e+05
ZXX3,YMOD,CNL,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9907,-23.899,0.0,linear_multi
ZXX3,YMOD,CNL,RF,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9982,0.8183,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,YMOD,CNL,XGBoost,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9986,0.8012,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,YMOD,CNL,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9898,0.6817,3.7,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,SMOD,CNL,Linear_single,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9602,0.9044,0.0,-0.2509 * DTS + 47.41
ZXX3,SMOD,CNL,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9901,-33.4713,0.0,linear_multi
ZXX3,SMOD,CNL,RF,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9985,0.8853,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,SMOD,CNL,XGBoost,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9988,0.8488,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,SMOD,CNL,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9973,0.4649,1.9,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,POIS,CNL,Linear_single,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9925,0.9571,0.0,0.3425 * RMSC + -0.3503
ZXX3,POIS,CNL,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9928,-0.2869,0.0,linear_multi
ZXX3,POIS,CNL,RF,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9992,0.9238,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,POIS,CNL,XGBoost,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9947,0.8443,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,POIS,CNL,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9744,-5.7433,2.3,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,SHMAX,CNL,Linear_single,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.2466,0.5545,0.0,45.26 * RMSC + 42.8
ZXX3,SHMAX,CNL,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.4019,-2639.8704,0.0,linear_multi
ZXX3,SHMAX,CNL,RF,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9285,0.0921,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,SHMAX,CNL,XGBoost,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9094,0.4543,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,SHMAX,CNL,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.7674,-10.652,9.1,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,YMOD,CNL,Linear_single,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9515,0.7806,0.0,-978.1 * DTC + 1.089e+05
ZXX6,YMOD,CNL,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9944,-23.4393,0.0,linear_multi
ZXX6,YMOD,CNL,RF,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9943,-0.1027,0.3,"RF(n=300, depth=10, leaf=5)"
ZXX6,YMOD,CNL,XGBoost,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.999,0.0591,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,YMOD,CNL,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9958,-10739.0305,5.1,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,SMOD,CNL,Linear_single,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8879,0.7748,0.0,-0.3773 * DTC + 43.57
ZXX6,SMOD,CNL,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.994,-42.1942,0.0,linear_multi
ZXX6,SMOD,CNL,RF,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9941,-0.0423,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX6,SMOD,CNL,XGBoost,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9987,0.0459,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,SMOD,CNL,MLP_BP,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9973,-21781.9593,2.0,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,POIS,CNL,Linear_single,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.996,0.8803,0.0,0.4803 * RMSC + -0.5716
ZXX6,POIS,CNL,Linear_multi,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9972,-0.4121,0.0,linear_multi
ZXX6,POIS,CNL,RF,8,"['DTC', 'DTS', 'DEN', 'GR', 'LLD', 'LLS', 'RMSC', 'CAL']",0.998,0.6895,0.4,"RF(n=300, depth=10, leaf=5)"
